Title*,url,Supplier,Category,Measurement Unit 1 Code,Measurement Unit 2 Code,Internal Notes, Cost Formula ,Description,[C1],[C2],Size 1 Label,Size 2 Label,Common Names
"ECU, MoTeC, M190",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b53ff97c-35f1-4411-b0e5-b61959b98fbb&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,2855,,,,,,
"ECU, MoTeC, M4",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b9634555-2387-4ed0-ab8a-7427dcd77570&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1050,,,,,,
"ECU, MoTeC, M400",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a75ad0e3-af5d-4c79-b9a3-dd13964a306f&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1400,,,,,,
"ECU, MoTeC, M48",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9d30ed3b-da90-4304-9db5-2b78683d79e0&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1236,,,,,,
"ECU, MoTeC, M600",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a09421de-3681-4c44-8234-da5ccfbf4d03&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1580,,,,,,
"ECU, MoTeC, M800",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3d02d0f6-a714-4a3c-a7bf-7425911a2492&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1650,,,,,,
"ECU, MoTeC, M84",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0f4ef168-5abf-44a1-8db9-88e728b82510&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,950,,,,,,
"ECU, MoTeC, SDL3, Backlighting",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=348df5e5-9235-4163-b64b-f1bca5e9d457&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1400,,,,,,
"ECU, MoTeC, SDL3, No Backlighting",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=714b2d87-dcc7-4f71-8246-d0124586d27e&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1090,,,,,,
"ECU, MoTeC, TCMUX - Traction Control Multiplexer",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=842c423d-4496-4651-8f02-7d121b88ee18&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,150,,,,,,
"ECU, MSD, 42351",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=dc8809d5-83b8-4381-83d5-0479ad08d4d8&Action=View,MSD,Control Module,[Not Used],[Not Used], 6FEB2019 https://www.holley.com/products/marine_and_powersports/watercraft/parts/42351 ,396.98, Adjustable ignition control module,,,,,
"ECU, Nira, i3+",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=365a999b-666a-41ca-82ef-d3eeb81b7002&Action=View,Nira,Control Module,[Not Used],[Not Used],,786,,,,,,
"ECU, OEM Spark & Fuel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7deb88c8-21aa-4c85-96bf-218a334f6b9b&Action=View,Any OEM,Control Module,[Not Used],[Not Used],,500,,,,,,
"ECU, OEM Spark Only",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3935c2a5-5207-4bbe-ac51-69128df29617&Action=View,Any OEM,Control Module,[Not Used],[Not Used],,250,,,,,,
"ECU, OEM Spark, Fuel & Traction Control",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=13a723fd-5f51-40b7-8b45-65dbf53ad6fe&Action=View,Any OEM,Control Module,[Not Used],[Not Used],,750,,,,,,
"ECU, Ole Buhl Racing, EFI Euro4",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=71a0c01c-001e-4153-8d1a-78e1c402e32a&Action=View,Ole Buhl Racing,Control Module,[Not Used],[Not Used],,1669,,,,,,
"ECU, Pectel, SQ-6 ECU",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cf1a4033-0c2f-4716-af98-77566ea1cb06&Action=View,,Control Module,[Not Used],[Not Used],,1990,,,,,,
"ECU, Performance Electronics, PE3-8400",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b96e307b-1234-474a-99da-71edcc09032b&Action=View,Performance Electronics,Control Module,[Not Used],[Not Used], 13mar2022,,,,,,,
"ECU, Performance Electronics, PE-ECU-1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e515897e-9ac7-4ae9-adb5-426538f3f332&Action=View,Performance Electronics,Control Module,[Not Used],[Not Used],,500,,,,,,
"ECU, Performance Electronics, PE-ECU-3",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=58822295-23f2-4599-a43b-d07c72ded677&Action=View,Performance Electronics,Control Module,[Not Used],[Not Used],,535,,,,,,
"ECU, Pro Tune, PR440",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=19db10f4-32a3-4e01-91bf-66d07192a0dd&Action=View,Pro Tune,Control Module,[Not Used],[Not Used],,479.78,,,,,,
"ECU, Rapid Prototyping",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8aea258c-b3bd-48e3-a92a-fa13bdc10fc0&Action=View,Any,EV - Control Module,[Not Used],[Not Used],,5000," i.e. dSpace, ETAS. See tab EV for more information",,,,,
"ECU, Simple Digital Systems, EM-4 D ",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=67dcaa63-e6b2-44e4-83c6-2ab5ae02e7c6&Action=View,Simple Digital Systems,Control Module,[Not Used],[Not Used],,486.5,,,,,,
"ECU, Simple Digital Systems, EM-4 E/MSD ",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b92750ab-0720-4a60-b16d-a96012840943&Action=View,Simple Digital Systems,Control Module,[Not Used],[Not Used],,582.5," e.g. 1010, 1025 etc.",,,,,
"ECU, Simple Digital Systems, EM-4 F ",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b8bb2fd8-55ea-4222-9559-4c6950986e0c&Action=View,Simple Digital Systems,Control Module,[Not Used],[Not Used],,572.5," e.g. 4130, Chrome Moly, etc.",,,,,
"ECU, Sodemo Moteurs, EV11/4",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=72485a33-2417-472e-a89a-3b910caf3333&Action=View,Sodemo Moteurs,Control Module,[Not Used],[Not Used],,693,,,,,,
"ECU, SPDi, programmable spark module 910001",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ce73aa6b-8d9f-4ce1-9d14-f5320ae08d43&Action=View,SPDi,Control Module,[Not Used],[Not Used],,240, Controls ignition only,,,,,
"ECU, student built",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f832ccd3-8c37-4185-b0a1-943b8effc2e2&Action=View,Student built,EV - Control Module,[Not Used],[Not Used],,500,,,,,,
"ECU, Student Built, +Active Diff",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9cee85a4-0a16-4995-8ad4-e340d16a761e&Action=View,Student Built,Control Module,[Not Used],[Not Used],,125, In addition to cost of base student built ECU,,,,,
"ECU, Student Built, +Traction Control",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1673f0c0-5925-4dbe-b8ea-52191e9e36a1&Action=View,Student Built,Control Module,[Not Used],[Not Used],,150, In addition to cost of base student built ECU,,,,,
"ECU, Student Built, Spark & Fuel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=03175055-c960-4792-bcb7-e66876b0430c&Action=View,Student Built,Control Module,[Not Used],[Not Used],,375," Housing, connector included",,,,,
"ECU, Student Built, Spark Only",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=05b3b419-fa70-4239-acc1-fb1a8eec05da&Action=View,Student Built,Control Module,[Not Used],[Not Used],,190," Housing, connector included",,,,,
"ECU, Syvecs, S6 GP",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9d240f22-c959-4ce0-9052-d48804c053bd&Action=View,Syvecs,Control Module,[Not Used],[Not Used], AIR from ST,1000,,,,,,
"ECU, Trecs, Model II",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5f0d25a0-5776-47b3-ba31-89fd8318f10a&Action=View,Trecs,Control Module,[Not Used],[Not Used],,803,,,,,,
"ECU, Trikejt Plus",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cf9f491a-3834-42cd-8630-f2c91d9c060a&Action=View,Trijekt,Control Module,[Not Used],[Not Used],,760,,,,,,
"ECU, VEMS, v3",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d1d7af49-d3db-43a4-ab13-748e63d48a69&Action=View,Versatile Engine Management System,Control Module,[Not Used],[Not Used],,400,,,,,,
"ECU, Vortex Ignitions, ECU-2D",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=45313071-a0ee-41e9-ab1b-cdc76e7e461a&Action=View,Vortex Ignitions,Control Module,[Not Used],[Not Used], AIR from ST,276,,,,,,
Edge protection,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0e13bbd4-3c6d-49ce-b5a1-b99bf0c59f98&Action=View,Any,Misc.,m,[Not Used], AIR from ST,3*[Size1]," Typical U-shape trim for edge protection. Any size, rubber or plastic outer surface, metal inner structure allowed.",,,Length,,
"Engine and Transmission, High Performance (5-10 HP/100 cc)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=68aca23d-898f-44d5-a772-94e0135e5c6a&Action=View,Any,Engine,cc,[Not Used],,2*[Size1]," Normal motorcycle engines w/ 2 valves per cylinder. Includes transmission (integral or not by design) & everything needed to run (spark plugs, etc.). Does not include air intake, fuel system parts, downstream driveline, or custom parts, PCV changes, etc.",,,,,
"Engine and Transmission, Low Performance (<5 HP/100 cc)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fae1b929-0460-4822-ab12-32bb717194d4&Action=View,Any,Engine,cc,[Not Used],,1.20*[Size1]," Industrial engines, etc. Includes transmission (integral or not by design) & everything needed to run (spark plugs, etc.). Does not include air intake, fuel system parts, downstream driveline, or custom parts, PCV changes, etc.",,,,,
"Engine and Transmission, Ultra High Performance (>10 HP/100 cc)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e01115a5-11be-4074-91be-9bde4c137fc6&Action=View,Any,Engine,cc,[Not Used],,2.50*[Size1]," New high tech engines, 3-5 valves per cylinder, etc. Includes transmission (integral or not by design) & everything needed to run (spark plugs, etc.). Does not include air intake, fuel system parts, downstream driveline, or custom parts, PCV changes, etc.",,,,,
Exhaust Manifold (All Cost as Made) ,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=01a22db2-7806-4c68-9eb7-b27e97daa4d1&Action=View,Cost as made,Engine,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Exhaust Pipe, Flexible",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b1f66012-8bf7-42e5-b919-c122ef57eed4&Action=View,Any,Engine,[Not Used],[Not Used],,([C1]*[Size1]*[Size2]+[C2]), Flexible tubing used for exhaust systems. Also called convoluted or flex piping.,0.001,0.0,,,
Fabric,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=84b926e5-24fc-4f2f-9c66-63ef78439c79&Action=View,Any,Sheet Material,m^2,[Not Used],,2.5*[Size1]," Any fabric including dacron for body covering, seats, etc.",,,,,
Filler Cap,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=17327229-c4fa-4f65-b1f7-ba956d9af164&Action=View,Any,Misc.,[Not Used],[Not Used],,3," Fuel, cooling system, etc.",,,,,
"Fitting, Fuel Pressure Gauge",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f0c5f9c2-61ce-44b8-a8b3-e4cc1fcd1ba3&Action=View,Any,Plumbing,[Not Used],[Not Used],,3," 12.7mm Barb End (x2), 3.175mm NPT Female",,,,,
"Fitting, JT2000, Quick Con. Plug to Flare, 45 Deg.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1d9b8b2b-fb7e-4a9a-859b-49bb663d7d7d&Action=View,Jiffy-Tite,Plumbing,[Not Used],[Not Used],,14.5, Jiffy-Tite 2000 Series. Sizes up to 12.7mm Flare,,,,,
"Fitting, JT2000, Quick Con. Plug to Flare, 90 Deg.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c30a8fed-9243-4f31-ac4b-51278bbe8275&Action=View,Jiffy-Tite,Plumbing,[Not Used],[Not Used],,14.5, Jiffy-Tite 2000 Series. Sizes up to 12.7mm Flare,,,,,
"Fitting, JT2000, Quick Con. Plug to Flare, Str.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4b372e7c-bd2c-431d-ac9a-eb4362eb2451&Action=View,Jiffy-Tite,Plumbing,[Not Used],[Not Used],,11.5, Jiffy-Tite 2000 Series. Sizes up to 12.7mm Flare,,,,,
"Fitting, JT2000, Quick Con. Socket to Flare, 45 Deg.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f68a4162-e652-4941-abb9-212d566368c0&Action=View,Jiffy-Tite,Plumbing,[Not Used],[Not Used],,16, Jiffy-Tite 2000 Series. Sizes up to 12.7mm Flare,,,,,
"Fitting, JT2000, Quick Con. Socket to Flare, 90 Deg.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=14d8b5ad-6c45-4602-8a53-be6d7baaaa60&Action=View,Jiffy-Tite,Plumbing,[Not Used],[Not Used],,18.5, Jiffy-Tite 2000 Series. Sizes up to 12.7mm Flare,,,,,
"Fitting, JT2000, Quick Con. Socket to Flare, Straight",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fa820b38-927c-4c39-b7fe-b5db5b856444&Action=View,Jiffy-Tite,Plumbing,[Not Used],[Not Used],,17.5, Jiffy-Tite 2000 Series. Sizes up to 12.7mm Flare,,,,,
"Fitting, Push-to-Connect, Plastic, Elbow 90°",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=67a472a4-cb69-440c-bdf9-16d2e4047eab&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Largest end.,0.25,0.4,Tube Outer Diameter,,
"Fitting, Push-to-Connect, Plastic, Straight",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=315c4dee-58df-486e-bb7e-1750ddbe1c3b&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Largest end.,0.25,0.4,Tube Outer Diameter,,
"Fitting, Push-to-Connect, Plastic, Tee",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=45a1aa16-a7cc-4bc2-8192-f3842935a5d9&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Tube Outer Diameter,0.2,0.95,,,
"Fitting, Push-to-Connect, Plastic, Wye",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=914dc0e7-b3e7-4e01-a792-98fda85b9ad0&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Tube Outer Diameter,0.2,0.95,,,
"Fitting, Weld-in, Male, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=571347db-d169-4773-9211-ed2a09fb70e6&Action=View,,Plumbing,mm,[Not Used],,"[C1]*Math.pow(Math.E,[C2]*[Size1])"," For cost as made oil reservoir tanks, etc.",1.3,0.044,Flare Size,,
"Fitting, Wiggins, Clamshell Assembly",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9751a499-b4d2-451c-af35-a3fe8d059ebe&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Tube Outer Diameter,0.5,16.0,,,
"Fitting, Wiggins, Coupling Assembly",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=67160c13-13fb-4e6c-89d1-5c22b1aac0db&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Tube Outer Diameter,1.6,8.0,,,
"Fitting, Wiggins, Weld Ferrule",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d0c5cd20-2389-44a9-9a90-d55fe12c947d&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Tube Outer Diameter,0.32,4.5,,,
Fitting/H.P./Elbow/45 deg./Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f600622b-fe73-4dad-a090-dd3198c83b0f&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.9,7.3,Hose Size,,
Fitting/H.P./Elbow/90 deg./Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b67cfbc1-3ffb-4860-8aaa-8f16717eb35c&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.6,9.5,Hose Size,,
Fitting/H.P./MAluminume Flare//Brass/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f8f4e42c-f705-45d9-a9e7-51a2e5a2dc63&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.0,11.0,Hose Size,,
Fitting/H.P./MAluminume Inverted Flare//Brass/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7623d69f-f8b3-401e-9c14-e06b262fc42b&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,1.04,-0.41,Hose Size,,
Fitting/H.P./MAluminume Inverted Flare//Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8712edaa-539a-4720-bca1-e1fa476aa51b&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.43,6.8,Hose Size,,
Fitting/H.P./MAluminume Inverted Flare/45 deg./Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=418da043-1a6d-4e3d-bdef-609f5185ad49&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.0,12.0,Hose Size,,
Fitting/H.P./MAluminume Inverted Flare/90 deg./Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9dfc06a0-5107-4b7c-a189-76a68dde55c2&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.0,15.0,Hose Size,,
Fitting/H.P./MAluminume Pipe//Brass/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=efc2e658-d5c0-4ddc-82ed-8359b8088553&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.67,-2.1,Hose Size,,
Fitting/H.P./MAluminume Pipe//Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1c135677-7c64-4b15-8255-b20ecb223937&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.0,8.0,Hose Size,,
Fitting/H.P./Straight//Brass/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1e9d1686-80a5-454e-8528-64142e5e1380&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.87,-3.64,Hose Size,,
Fitting/H.P./Straight//Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2bcec3a5-8abb-44bf-b74d-6d17dda2eeb0&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. High Pressure.,0.53,3.43,Hose Size,,
Fitting/L.P./Cap//Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8b40f76f-81f3-4933-939d-7d84635bb1a4&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.66,-2.14,Hose Size,,
Fitting/L.P./Cap//Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6b11ff3a-66e5-4aaa-8c66-f021ffda051a&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.32,0.0,Hose Size,,
Fitting/L.P./Elbow/120 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=59d07977-cf87-48a5-86ab-bfa605f78a82&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.35,34.4,Hose Size,,
Fitting/L.P./Elbow/120 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=687a2caf-665f-46d2-8011-07b4cd197300&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.23,13.11,Hose Size,,
Fitting/L.P./Elbow/150 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6f5fef25-8547-40f5-9934-d1a793b99bf9&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.34,25.34,Hose Size,,
Fitting/L.P./Elbow/150 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9e16d12f-f35d-4b67-a69e-ec5ef0733b41&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.52,10.2,Hose Size,,
Fitting/L.P./Elbow/180 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a364692c-b61b-4940-8e91-5e52784ea4ec&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.77,19.75,Hose Size,,
Fitting/L.P./Elbow/180 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0c9713fc-136c-41fb-b050-8f957f0590f8&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,4.42,-19.21,Hose Size,,
Fitting/L.P./Elbow/30 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=71c04e56-8c3a-4a69-863b-ce9f25d74092&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.1,4.59,Hose Size,,
Fitting/L.P./Elbow/30 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2dc52cda-a0d9-4df8-aa19-88135be0cec6&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.59,19.0,Hose Size,,
Fitting/L.P./Elbow/45 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f6f12807-aed1-408c-b22d-11ece44f2786&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.11,-2.68,Hose Size,,
Fitting/L.P./Elbow/45 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5cca7b65-11f5-459b-9303-e6462798ccbf&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.24,3.86,Hose Size,,
Fitting/L.P./Elbow/45 deg./Aluminum/Nickel-Plated,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=40ae6bdc-9f88-4935-b98e-b28fed23094d&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.6,13.4,Hose Size,,
Fitting/L.P./Elbow/45 deg./Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0787c31e-1688-4cd4-85a6-efa2d032c7e7&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,4.72,-8.04,Hose Size,,
